wallet,CyberKongz Genesis,CyberKongz Babies,CyberKongz VX,CyberKongz Genkai,CyberKongz VX (Ronin),CyberKongz Genkai (Ronin),CyberKongz VX (Any),CyberKongz Genkai (Any)
0x82536876ef5e8f5ad329ba45222b1c318aee66cc,0,0,0,1,0,0,0,1
0x82650afaae4d91bff253e875d3ae96a6c149d540,0,0,0,0,0,1,0,1
0x8266c1f5d0bc2e04fec69b54db64050ba360367f,0,0,0,0,0,1,0,1
0x82804942f2d899393d8cbbace6a5e6813914b1c7,0,0,0,0,0,1,0,1
0x8282d7e1a0ac8cebc764d5af744ab8fedc5f1e3a,0,0,1,0,0,0,1,0
0x8284ab17cbfece9be432f9697ad4febbf2ab67a0,0,2,0,0,0,0,0,0
0x828a1bee4d2232d50dc6bf9c8f0f9fa845a9c891,0,0,0,0,0,7,0,7
0x828c998bf624fbe39c666dae91848972d80213a3,0,0,0,0,0,1,0,1
0x828ceda7a31328c9b3f73bf3c1910b7ec358283a,0,0,0,0,0,4,0,4
0x828f610b1be8105777047ab99c8101a27d13d3b9,0,0,0,1,0,0,0,1
0x82933bd5fd8647929ccb8aaac494f62248173f9b,0,1,0,1,0,0,0,1
0x8295a49790dac601d51c7650f82f34045cf1c338,0,1,2,1,0,0,2,1
0x82b500fae07744912c09c89e9d58411a5bd07654,0,0,0,1,0,0,0,1
0x82c72d2e073ae0857d2e4a80836157e1399db726,0,0,0,0,0,1,0,1
0x82c77d6cb7c9b3f950c1aa98ade75ef4a6aed91f,0,0,0,1,0,0,0,1
0x82d6db5cd370b3fc3731cd986c064102cd999609,0,1,0,0,0,1,0,1
0x82e8094503fcc5a3c64ade071564610be2a9538f,0,0,1,0,0,0,1,0
0x82f235115c903da8509ed737cd9789ad6bbff76d,0,0,1,0,0,0,1,0
0x830b95945c484b4cad46164d4788a70e016792e4,0,0,0,0,0,1,0,1
0x830bbd1d5a0adc3816d1cfd61cb261619a278f62,0,0,0,0,1,3,1,3
0x830f98708905694d3f7c0240da87843226df552f,1,0,0,0,0,0,0,0
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0,1,2,1,0,0,2,1
0x83270d2d79e7ca6ffffb30cfe4d293f41f170ef0,1,0,0,2,0,0,0,2
0x8333f6c8738c7654b1c756180b5be6e0ad042725,0,0,0,0,4,1,4,1
0x833830bfd7f3b2b1f9b7eedf0af64ac70064a7ea,0,0,0,0,0,1,0,1
0x8346d0dbdbfa393fde4652194b3f8715cc51f665,0,0,0,0,0,1,0,1
0x8355c87306f49546aea73c6bf7bebae3007e8723,0,0,0,0,0,1,0,1
0x835ad6ed8c93810b8544e4abb334d232708a20f7,0,0,0,1,0,0,0,1
0x835dbc515cda982693f3f9ef2dd606274389b725,0,0,2,0,0,0,2,0
0x837c9e0b8ffec53355e24830a86a264f4b2da465,0,1,1,1,0,0,1,1
0x8393df6c1e06421aee81024873d1ced82a47588f,0,1,0,1,0,0,0,1
0x83978338082dc91bd5987a33c09379a8f552c76d,0,0,1,0,0,0,1,0
0x83a7cced07361054d6e12c5cb3b6b4272ba9f6c3,0,0,0,1,0,0,0,1
0x83b04cd667527f39bdbdfbde28a62bda4df6cfc7,0,1,0,2,0,0,0,2
0x83b47fbf98b281b2e4e4c9fc34755a2683b63317,0,0,1,0,0,0,1,0
0x83b4ad0ec32df59a055ee47be326011b74bf3f96,0,0,0,1,0,0,0,1
0x83bb781a2a2ca1fec0350f178c911848811cc440,1,0,1,7,0,0,1,7
0x83c01426a6c5889dcd1e3167f0e43ae35df1ab02,0,0,4,0,0,0,4,0
0x83d1c9d3815a9de6a058675569007d0eba3d4c00,0,0,0,1,0,0,0,1
0x83d4ed790fe66d74b8f2568805110f566f5b4120,0,1,0,1,0,0,0,1
0x83eca95e029691eeee905596c1c532b97bf90714,0,0,0,0,0,1,0,1
0x83f90c076640d05861bfd83577fc0146f8f3a0dd,0,1,0,0,0,0,0,0
0x83fd3c77e5cffcd330d06a6fdb346fe972d72673,0,0,1,0,0,0,1,0
0x84037281777df9bbf2f736eecd39b623d0d0e01b,0,0,0,0,0,3,0,3
0x8403db2735e09f82c6cedd29f64fe078548a5ed4,2,0,0,0,0,0,0,0
0x84044988e0754decaa7444d19c8bf069b977f128,1,4,1,6,0,0,1,6
0x8404bf15f0f8b7f0f7b52190b26becbca1385c82,0,0,1,0,0,0,1,0
0x841704bc7da53574c541db42962ad98e1ef26380,0,1,0,1,0,0,0,1
0x841f93f05debf33a1ba52230433145594593d9c2,0,0,1,0,0,0,1,0
0x84277d8f8088f58ffaff4221460aaa41ed919f6b,0,0,0,0,0,2,0,2
0x842ea67ef65d5ee09f94f38860bef65949411b26,0,1,0,0,0,0,0,0
0x843a9ecb5be50a1dcc5412f21b1b2fab60a88b95,0,0,1,0,0,0,1,0
0x843c17ccbbdd9b94850a07fa985651dfb76b9c0e,0,1,2,1,0,0,2,1
0x843f2c19bc6df9e32b482e2f9ad6c078001088b1,0,0,1,0,0,0,1,0
0x843ff738749156ffca6eeb5876cbcd2675bc97ae,0,0,0,0,1,1,1,1
0x84428a30234712da09c639847401b7a84ee30a65,0,1,0,1,0,0,0,1
0x8446b2c5ac9592acfc5ae9f2b0d17fbc3e7b62f1,0,0,0,1,0,0,0,1
0x8450cf769ccf7fd060936ba2b023ca8f9903f9c4,0,1,0,0,0,0,0,0
0x8476ffef57c96d2f9f028d8556d14435b6cff533,0,0,0,1,0,0,0,1
0x8478f104d0bef81b01bdb587ca571363f82e4e91,0,0,1,0,0,0,1,0
0x8481cd3547a511f8f23154c206e7e95d5073c845,0,0,0,0,2,1,2,1
0x84a1826cdd55b83d446d8589779f55bd869f1f04,0,0,1,0,0,0,1,0
0x84a4d5320cd24178a46a94b8df1b055770d80f34,0,1,1,1,0,0,1,1
0x84c1d7627ed5ccb2266511a89d746c0e67601266,0,0,0,0,0,1,0,1
0x84c3b4de853f2163bcb8a94f97249f530d0eb81c,0,1,0,2,0,0,0,2
0x84c6aca168ab022d4bbfa739204aab96f898ca9f,0,1,0,1,0,0,0,1
0x84c6bac8a4a7754317d16ad37ecf5e4b13bf709b,0,0,0,1,0,0,0,1
0x84ca910655ca692cff0279116344a5204411d382,0,0,0,0,0,2,0,2
0x84cc56358ce4effef5b9357f1de5ab693e2f6c29,0,0,2,0,0,0,2,0
0x84f1f40950602545a1a8f63908222d8f55eb6672,0,0,0,2,0,0,0,2
0x84f6ae8f0893c649df4fdab4c5b12b5a6f386830,0,1,0,1,0,0,0,1
0x850558347305cdc0cb33f4c25c8b2ca2a6ec8ab8,0,3,5,4,0,0,5,4
0x850df9d594fe2a398c8b27f47ddcf5f9e9c1e39f,0,0,0,0,0,2,0,2
0x851621c336b5ead13ee7325a42e00658aa14adce,0,0,0,2,0,0,0,2
0x851a8b96fbfe6d24d2c165d0fc301b9cf66ebc41,0,0,0,1,0,0,0,1
0x851e994c45f700e9732cfc9e343c401905e07650,0,0,0,0,1,1,1,1
0x852bb1cae9f097ff5f93d17307e9f0bb0b9f70d1,0,0,0,1,0,0,0,1
0x852d674dcb87ce02dbe8a93e81cd04f976b1beac,0,0,3,0,0,0,3,0
0x8531c5681dee34a944a4461dd6113479689ba684,0,0,0,0,0,1,0,1
0x8533cbe9aa72f852ab821d7ad8223db01d4bb326,0,0,0,4,0,0,0,4
0x85356f78ebf95448750c0986b7d75ccede63053d,0,0,0,0,0,1,0,1
0x85430b5e74e5091d015dcfda4aad59c4114897e2,0,0,0,0,1,0,1,0
0x85574f41e25468dbc2908278098a37648703cf3b,0,0,0,0,0,2,0,2
0x855c4255d5ceef261eee7abb2f918d0f16267556,0,0,3,0,0,0,3,0
0x857d064df9c428d02632b6c4faa7accfc13b142b,0,0,0,0,0,1,0,1
0x8588b4adb68965d1c8f389f5e0eef6b31792b16b,0,0,0,0,0,2,0,2
0x858cbec3a16e159410d369d07581fc8c74a6cd3c,0,0,1,0,0,0,1,0
0x858df1e3492648665be7f260f65025840da893f2,0,0,1,0,0,0,1,0
0x8590195ea8c919b8b88ebb52c07ee0c3589ca433,1,7,0,0,0,0,0,0
0x8592cb0a6eba4327d90282238e47b38e305d7204,0,0,0,0,0,1,0,1
0x85a1f25ea31e9850b63943f2e21f306d0536f018,0,2,0,2,0,0,0,2
0x85ab3495d583a8b57e0c9d26fba7b6ac8ad6a01d,0,0,0,1,0,0,0,1
0x85afbf9984014398b1811c2fc7336f3ab83a36f0,0,0,1,0,0,0,1,0
0x85afc55da99e128eda6093248e63b6aca7dc46c7,0,0,2,0,0,0,2,0
0x85b0024cbf2e2cd3ccfda930e40378714869732b,0,0,0,0,0,1,0,1
0x85d878018bf00d5fb47bd833438e2fe18c761d7e,0,0,0,0,0,1,0,1
0x85d8c7380786770c5d3dac036d806a7a85149849,0,2,0,0,0,0,0,0
0x85e29986c23cdfd34609fdb96f70837475885036,0,0,0,0,0,1,0,1
0x85e64098f35b5600dfd1e9b8ec534dffa733779c,0,3,3,3,0,0,3,3
0x85f0d7bedc63204b4f1a9a3ff9a271225d2082f3,0,0,1,0,0,0,1,0
0x85f6a844f9b2201bb3fb97328555030db6440d82,0,0,0,0,0,6,0,6
0x85fdc7bc611eb83a0faa84f6c3c084ab1e8c6c4d,0,0,0,0,1,1,1,1
0x8602216bc67b1591d1b7745a5e85524b88f81106,0,0,0,0,2,1,2,1
0x860268a00314c382480f1258d378589c492d9e7b,0,0,1,0,0,0,1,0
0x860992797c29de36d581485af1c22af5966075a2,0,2,0,0,0,0,0,0
0x861acf6002657569e31d05eee48f0d94773e7a10,0,0,0,0,0,1,0,1
0x8626e8e6079f74709bfa7451a96698f396e3fdb3,0,0,1,0,0,0,1,0
0x8628d73d3f950abde99739ef34b6cfa10394f579,0,0,0,1,0,0,0,1
0x864152a168a092e8686a635d8a723d57a605b8a2,0,0,0,0,27,7,27,7
0x865901c6bb1dd7842975f66e2b5db494735f3655,0,0,1,0,0,0,1,0
0x866228dba2f469612216dd74b478a8b3012bfcc2,0,0,1,0,0,0,1,0
0x866f1accacac3a2ec668b9c9741c5e9cf42fc383,0,0,1,2,0,0,1,2
0x8682dea7f8ef8015b9fe8a506a56988c790b1682,0,0,0,0,1,1,1,1
0x868d834efb19f6e162ed470367b0edd237fd508e,0,0,0,0,1,0,1,0
0x8692c42111430b25be557c2b3304ef54c9b5faa9,0,0,0,0,0,1,0,1
0x86955e13baa2fbae148f0443a66d46d0cebb4cd6,0,0,4,0,0,0,4,0
0x8697f110021223f0e9e2eb19391636b8753f32ec,0,0,1,0,0,0,1,0
0x8699e2f97ef841dddb09570c90450533f27cff24,0,0,0,1,0,0,0,1
0x86af5c0355ca31b6592e6dad2c0f121972c11442,0,0,1,0,0,0,1,0
0x86b9a4f9efb5313c8df1412c236dd7f90fda32c6,0,0,0,0,0,1,0,1
0x86bfb79503460a7b6a9c111ac5d8c6ae28a1acbb,0,0,0,2,0,0,0,2
0x86bfcf7050387979498c285ed00373f5ee4e743b,0,0,2,0,0,0,2,0
0x86c25c2c80c24af4a02c0e6a017d629162846fe3,0,1,0,0,0,0,0,0
0x86cb66b896919f3d8c7d320fc52fc34038139e9f,0,1,0,1,0,0,0,1
0x86cfc5e2ac4d793abe4872a1e4b3bf3463183132,0,0,2,0,0,0,2,0
0x86cffc832d5ace8aa4366da507e12c39f327033b,0,0,1,0,0,0,1,0
0x86d06a0d95ab7686968a2ec2ef376e0c50e17905,0,0,0,0,0,1,0,1
0x86d80a496616034c9c6a339bd2de955bb0cb37a4,0,1,0,0,0,0,0,0
0x86dab107e10f19931cfdb027118e9fbeee325765,0,0,0,0,0,1,0,1
0x86dffe4a9e11405df28a3d7665003d4325c479d1,0,1,0,0,1,3,1,3
0x86e1b2def06b87f05d317e075bbcfc5c3b87c6f4,0,0,1,0,0,0,1,0
0x86e71c5248d37777dd26470b279b42c04028f989,0,0,0,2,0,0,0,2
0x86ef2dd0a2831f8ef162a7be89688efe69182ff7,0,0,0,0,0,1,0,1
0x86f39177283138fd6f5e344dfb78675ba4759ada,0,0,1,0,0,0,1,0
0x86f3c75b8f2ced2bfea74c7b61661988f7797bbf,0,0,0,0,0,1,0,1
0x86f7936b6f5779a2b12bc191f02bd3448dcd1c47,0,0,1,0,0,0,1,0
0x86fadce0a3b8a0375b227932e9d81c96c5bd1524,0,0,0,0,1,0,1,0
0x870a2996f52d1e58096400753ed74078c327b319,0,1,0,0,0,0,0,0
0x8715f5fe0999e4e18108d91b9cd11911dc7a0760,0,0,0,0,0,2,0,2
0x87172f6be6b072f8ed3d9e17287b3f01f15ea7a8,0,0,0,0,0,1,0,1
0x871c71bfc5d6fc4c4f1dcd4a48508edb53bb4797,0,0,0,0,0,1,0,1
0x872c0d3c78ad4c16b5af2d68a06618aee5210c7f,0,0,0,0,0,1,0,1
0x874097d249ae4371a0ea81f1c8989f31cb34aff5,0,0,0,0,0,1,0,1
0x8742e7f4db9a04376bac2ee7e42dbf1cc64a0242,1,2,0,0,0,0,0,0
0x874e353e2ef5a642b14ec08cc7b1409532ce4d51,0,0,1,0,0,0,1,0
0x8750e252028e35c21b1596c10d62142f1a304202,0,6,0,0,28,10,28,10
0x8757a7421b5d5500c20c55fb64b5f3d5ee07a5fc,0,1,0,0,1,1,1,1
0x875fb048e3b6a5d2dca69c5e29d730f4040d50aa,0,1,0,0,0,0,0,0
0x87616fe55cfae6154f570237a5eb817f6498ec9a,0,0,0,0,0,1,0,1
0x8764e9c39af4083f21aa5c2937106ae4cc2e1edb,0,0,0,0,0,1,0,1
0x876c12773fb17ee512c6141e20669d069219ecc2,0,0,0,0,0,3,0,3
0x87812eb707ac2535107146898eb092e2710ebda1,0,0,0,0,0,1,0,1
0x878e8cbe8c0010f9911bb74618f68121ecb9df89,0,1,0,1,0,0,0,1
0x87940565b2a29ff37839e3a4f528f332f74f343e,0,1,0,0,0,0,0,0
0x87955fb32aeb0f1d74322d56f681a356951b305d,0,0,0,0,0,2,0,2
0x8795a477c053d05f68f1933f441015bd6d6a5ebc,0,0,0,0,6,13,6,13
0x87992880f63f1a1db2a6acdacf61188596e0d62b,0,0,1,0,0,0,1,0
0x879a8048e22f376b2aaa5c7653427c7ed42f96aa,0,0,0,0,0,1,0,1
0x879dbe07a6f1d657edfd8dbd9f43849fbf8eb7d2,0,0,4,0,0,0,4,0
0x87accabbdedce63379af9d246bb979a3a481534c,0,0,1,0,0,0,1,0
0x87af0216a674836cc8c0b7bf8e9a4c4b6f8cb797,0,0,0,0,1,6,1,6
0x87b7c98ef97911b40a3354565fbab7c6b913295c,0,1,0,0,1,0,1,0
0x87bf72ffd2bb5493ff5e44d7fce841bf61ec7cf1,0,0,1,0,0,0,1,0
0x87c067e814236e20078fd216fb7bdbcd9672b933,0,0,0,1,0,0,0,1
0x87c241ab2c898d455dfdb725d1717553ac6eeae3,0,0,1,0,0,0,1,0
0x87c5b89faef3ed52f4fd44d41dcabfb908cb4c4f,1,4,0,0,0,0,0,0
0x87ce37e93b2d32f14016e71aa0f1c6d0219f2bf6,0,0,1,0,0,0,1,0
0x87cfa87af6def9985f2c5e71f2eff951062632db,0,0,0,0,0,4,0,4
0x87dd015da681ac36bf258426a22a895bd72b8acb,0,0,1,0,0,0,1,0
0x87e2ea56710e454807172e99d86637c4cfdfbaf1,0,0,0,0,0,4,0,4
0x87e2f9f9ced5ef361c7375602f7293e20e78022c,0,0,0,0,1,0,1,0
0x87e33590246e10286fa67843bf17b24f30322fed,0,0,0,2,0,0,0,2
0x87e776294d0446d9dc8f6adc0563688d763435fa,0,0,0,1,0,0,0,1
0x87f13afb93a3a6478be8da1455375d14a0dc6549,0,0,0,0,1,0,1,0
0x87fb2d121bbb01120dba374b1dccd7ed22d81479,1,0,0,0,0,0,0,0
0x87ff5d9d84e78a810a020bc34ac118245630a0d4,0,0,0,1,0,0,0,1
0x88004a0f6e7dfc2ef21c49b614eb0a3569e29525,0,0,1,0,0,0,1,0
0x8800bc7dda1491e4b4581b9bc84bfcfc76ab20d0,0,1,0,1,0,0,0,1
0x880e4238fef89c661dcbbb92a406f3f1273dee02,0,0,2,0,0,0,2,0
0x88122d927057f27c971b15661ddf409753eeccac,0,0,1,0,0,0,1,0
0x8813df11cf5ddc4cfb234ed7bf78b2cfa9a63ce5,0,0,1,0,0,0,1,0
0x881b900e6bef1c6403249318569a98c1df044ef0,0,0,0,0,0,1,0,1
0x881be767290369e19080b8b24067b28e1956fa84,0,0,1,0,0,0,1,0
0x8820952ca16f64da3074507ed63588b59038364f,0,0,0,0,0,1,0,1
0x8824e687017bdbd671eb0840806f57ddd4ff7588,0,0,0,1,0,0,0,1
0x8828efe50769125bc5a92c5de1e95d62d75dcb6a,0,0,0,0,0,1,0,1
0x8829143f4a6fd046cd179024ba8b6cbc41c314aa,0,0,0,0,1,1,1,1
0x88350964c2d91a6aaf5c7430a35f7ab27a7007d3,0,1,0,1,0,0,0,1
0x8839686613e8f82adfb966eb502be12ce2938f89,0,0,1,0,0,0,1,0
0x883b1e95724a2b803704857a86891af66245ca3f,0,1,0,1,0,0,0,1
0x883fec6eeef9b0746cfd69f2b5c8b772e40f25df,0,0,1,0,0,0,1,0
0x88439c313da027c2d53ea000c63b81b168022663,1,0,0,0,0,0,0,0
0x88546787c903e90d03787fccddd9669f200d677f,0,1,1,1,0,0,1,1
0x8858f588e99b3ed17f6bf0dad606aad32b771a92,1,3,0,5,0,0,0,5
0x886b8298788f94a9de8c365cd95297253b195d82,0,0,1,0,0,0,1,0
0x886f2e91d761bc072f661accc925f5180a63a01a,0,1,2,1,0,0,2,1
0x88720f59cff81b15a0f6d3b0b6db10f5f17e8b01,0,0,0,0,0,1,0,1
0x88745f69d14f9edbc682309d306180fd6b3a2ff1,0,1,0,1,0,0,0,1
0x887e29f81fc7b0a17dca2b1218598b9d2e892ad8,0,0,0,0,0,1,0,1
0x8885255727c0446faf7af07700b0e56707be37b5,0,0,0,0,0,1,0,1
0x88888888f6c47e38588355f6c644b0375f395c05,0,0,1,0,0,0,1,0
0x88889778402dcf6cf363bb9ac47f7a2d8e77a2af,0,1,1,1,0,0,1,1
0x888d44599fe21e1c44900ead210314914bbd95fe,0,0,0,0,4,0,4,0
0x8891075a34b58a53dddf50b8e200211ff470a580,0,0,1,0,0,0,1,0
0x88995c311ee4917b065752c843bb937f8e524d5c,0,0,1,0,0,0,1,0
0x889eb84d28bd73acecf4cf64b6660fbdbe2e43bf,0,1,0,0,0,2,0,2
0x88aa1e4d6fdd4529aa304a11f027ceb52f6884a0,0,0,1,0,0,0,1,0
0x88adfc5eba1195d163e8d5c90fddee4b0d436af4,0,0,7,0,0,0,7,0
0x88b6446751b7b410ff2863db6554651381a3416a,0,0,1,0,0,0,1,0
0x88b75e09c7b772b10bf07b56988b611a0999e7b8,0,0,0,0,1,0,1,0
0x88bb8b2b32201fa3ba9fcfbb757ac029f9989610,1,0,9,0,0,0,9,0
0x88bdb6ef6c26ab1944c826ce0707130d1dfc9837,0,0,0,2,0,0,0,2
0x88bfbb35116a2e1373f56d4505daf8f68656729f,0,0,0,0,0,1,0,1
0x88c70426114bad532ae7549e10574ea32420c776,0,0,0,0,0,8,0,8
0x88cfa43131efa2a5aac777085fb8f0388b92799a,0,0,0,0,2,2,2,2
0x88d838bf9755a596b8e373c42f70962b5ea5c2cb,0,0,1,0,0,0,1,0
0x88d8d8c2e9a29177a4a8d6755b3870e6720ee6a6,0,0,1,0,0,11,1,11
0x88d9b1dd1398bf11570b2a224a925bb2ffeb20af,0,1,0,1,0,0,0,1
0x88d9bb104a2262390318162e018f3e6efd7b454f,0,0,0,0,22,48,22,48
0x88e092adf7039676e6e16fb825004002f35763b2,0,0,2,0,0,0,2,0
0x88e0ff00300029ce086dae673f6509147c53bb7a,0,0,1,0,0,0,1,0
0x88e39c45164125697b7ae30bc098bff3097ca2ba,0,0,0,2,0,0,0,2
0x88e69e297e5bc97eccdf102b430acee797e0a26f,0,0,1,0,0,0,1,0
0x88fc4d8e54e613ea820dbe62e8ca43a5364a833e,0,1,0,9,0,0,0,9
0x89076ec7c6f5b57046a0852421462c2fbc4dd51b,0,0,1,0,0,0,1,0
0x8911509c17a1c826ac54de495038d3891d3bca08,0,0,0,2,0,0,0,2
0x8918bfc07cb4141edd33ff3f4da8a1f78a5c3a50,0,0,1,0,0,0,1,0
0x89199b4bcc4d14e989a0b9b86c1a972103cf316b,0,1,0,0,0,0,0,0
0x892c4c6435719fbc5936b7da137639433c8f1682,0,0,0,1,0,2,0,3
0x8933f4f71f3ebffc0980d9a703ddb025a4c2bc31,0,0,1,0,0,0,1,0
0x89341c0577fdecdd1bae98ac3b70b6a57cbde30f,0,0,0,0,0,1,0,1
0x8939d48a84e63ded75c21bb5dc79d757c8b45c0c,0,0,1,0,0,0,1,0
0x893baf7ae121aeb9ef5b3002278a578c91d3cf52,0,0,5,0,0,0,5,0
0x893f1ea1ffd18c0904e4c46040e4d394187ca342,0,0,0,0,0,1,0,1
0x8942b0a9da94039beeee955291ed32ca4f048afd,0,0,0,0,0,1,0,1
0x894468e0e386736997baf314d40bdc28d6d6a379,0,0,0,0,0,1,0,1
0x894fb6d686080b72d61f97afb9fcc00dabd53c52,0,0,2,0,0,0,2,0
0x895780693f089067c0ca272626be1033e82bc1e5,0,1,0,1,0,0,0,1
0x895bef95023f591ebd1a9e8f53bed2b73702e4d1,0,2,0,0,0,0,0,0
0x895f202bc8661c33ca76a3414f08874b833272fd,0,0,1,0,0,0,1,0
0x895f40112f1648699b9a7aa6e3b43148c755f192,0,0,0,0,0,1,0,1
0x8975096110833f70819f9e7c471dca435cf2e898,0,1,0,1,0,0,0,1
0x8978154a2603ecb4ec725f61ec350ab59cd272ca,0,0,0,0,0,1,0,1
0x89826fa564106f158c7daa5ce1e503c9735f1ad7,2,0,0,4,0,0,0,4
0x89892c4d9f2acc6143e464c29ca2dec84f2baced,0,0,0,0,1,2,1,2
0x8989ddbb7afe2d38c71cad44a7a3a692376a1ab9,0,0,1,0,0,0,1,0
0x898ee2b9df7090572728ea31583b974f1013ec5c,0,0,0,1,0,0,0,1
0x8993922cde4b5f617ca402e26267d2a5a2ab3872,0,1,1,1,0,0,1,1
0x8995eecc4ac2aaf85fe65d78f3c72bd453d53e63,0,0,0,1,0,0,0,1
0x89a1145fccac1a2a9350ec1a4a486e4458d26274,0,0,0,0,6,5,6,5
0x89b4df888c0849629dbe89bbce5affd23217c3a8,0,0,0,0,1,0,1,0
0x89b56db3799b8aed1bf9eaa5fd0fd23cf88b3d54,0,0,1,0,0,0,1,0
0x89ba483c9934ab0666f846f83ef20e56fd001a55,0,1,1,1,0,0,1,1
0x89c5dcac5b9ea7b60fc4d496c2687c7a01eb2a60,0,1,0,1,0,0,0,1
0x89c7297c08a85387be6045074aaa67c01efa985e,0,0,0,0,1,0,1,0
0x89c8e224ab03dc901a37c74af051640b3aba88c7,0,1,0,1,0,0,0,1
0x89c9c0af789df3e70177de33aeec7a8672c458c8,0,1,0,1,0,0,0,1
0x89ca03ff3b86ed09101a33e21cdce14399994710,0,0,0,0,0,1,0,1
0x89d09e30efce43bc4b561000994329b092b59995,0,0,0,0,1,0,1,0
0x89d9665790ec345ede4af5a543724c3c92198c2b,0,0,0,0,0,1,0,1
0x89df1af8600af226df87d01ce4eee7e5c0cc1642,0,0,1,0,0,0,1,0
0x89e15142fcf9a7e0ac9fe8f14bc06c75f6e51d32,0,0,0,1,0,0,0,1
0x89e29ba14ca65f287015f96c30b60a3c6176b89f,0,0,0,0,0,1,0,1
0x89ea1a924096b59ecff7d82727f88e9186ea7b33,0,0,0,1,0,0,0,1
0x89f0f98ed31bb123c13025c2b9f80ed15fe4bbde,0,0,0,0,0,3,0,3
0x89f377d6ffb6b412c3bfa1ec46e4c5c3e6ffc19e,0,1,0,0,0,0,0,0
0x89f7ecc6ff193f9df8d5fb09520f91b04b9c2e9e,0,0,0,0,0,1,0,1
0x89fe0df48935b1e4850cd0bda8ce749090c0beab,0,0,2,0,0,0,2,0
0x8a00b47d1e27adbe7c28c304c49a56c014ff7c26,0,2,0,2,0,0,0,2
0x8a028a464d351c49ffff397e085f16a11fe746c8,1,4,14,6,0,0,14,6
0x8a033334db1c0e90daf931032b75875b792b4e79,0,0,0,1,0,0,0,1
0x8a04d876ce98a31ede502646d2ddd1e0f2a4769d,1,0,0,0,0,0,0,0
0x8a08e3ce6ced24d376a13c544e45d4dda02fafea,0,0,1,1,0,0,1,1
0x8a0d5089f20ed4ffa89d8de366aa17c48ce86cd2,0,0,0,0,2,0,2,0
0x8a0db45dea47c978df737b10c2db80b4bfa82d77,0,0,0,0,0,1,0,1
0x8a11886362bd8dbe8b5e6b9e25e3bb1d5985c500,0,0,0,0,0,1,0,1
0x8a167428f3c5124293a6d1b80141b27c66360cab,1,0,0,1,0,0,0,1
0x8a2665a395742577b47df88a077e30bd23d2901a,0,0,1,0,0,0,1,0
0x8a2db17b326c03d945ec1382d769c64056850d30,0,1,0,1,0,0,0,1
0x8a2ee86a0ad67c0c823c6bb1d5c70ab45b7cd5ff,0,0,1,0,0,0,1,0
0x8a300de8048f13ef9c4053ae101804e91c73013b,0,0,0,0,0,4,0,4
0x8a4d9be1abd83c828cfea33723081d562f575f7e,0,1,0,1,0,0,0,1
0x8a4db286b082acf1d26b0d8d672426347614b513,0,0,1,0,0,0,1,0
0x8a4df8b0f0fbd045fa05cce2bbdebc40a8cd4b52,0,0,0,0,1,0,1,0
0x8a50df85fa655fc5ff07a66cf07f45c60ca19c52,0,0,1,0,0,0,1,0
0x8a53c2347b30fbbb3bac8e809f5c1b751cf7dde3,0,0,0,0,0,1,0,1
0x8a5acc1f4308a5956694421859e4d93f1ed2b1ac,3,1,0,0,5,14,5,14
0x8a5d546d0d9269770faba8cfc2d8a84fcd93c231,0,0,1,0,0,0,1,0
0x8a5fcef22ad2d3c96156a3b468c6bd97e86567a6,0,0,0,0,23,30,23,30
0x8a6fbe28b76eccf4a854289e75cbc219f8f0bdc1,0,0,0,1,0,0,0,1
0x8a77f3079bea17a390d385fb2591ac431d1a8813,0,0,1,0,0,0,1,0
0x8a7a4f91779509cde34540ec5a823ce5fb76112b,0,1,0,1,0,0,0,1
0x8a85341ebb44287e787b97cd23f9dcc8ffe8c142,0,1,0,1,0,0,0,1
0x8a8acbaec5ce33714c287364fe04d27e3f85f39e,0,0,1,0,0,0,1,0
0x8a8bb9617403a470eefd2e632225c507aff65b67,0,0,0,0,0,1,0,1
0x8a9afd31e3901bdbe73b254faf8c5aea01fe0c00,0,0,0,0,0,13,0,13
0x8a9bbf8adacdc868acbab66bf93a7d46f2441982,0,0,0,0,0,1,0,1
0x8a9d49a6e9d037843560091fc280b9ff9819e462,1,0,4,83,0,0,4,83
0x8aa17ac9a64cfab3c58243bdded8d2760a0bb666,0,0,0,0,0,1,0,1
0x8aa1f53d6b11cd271dec591d336520b84b733450,0,0,1,0,0,0,1,0
0x8aa56b4ecc68e68179ce2ea967992118ebe7d6df,0,0,0,0,10,6,10,6
0x8aa7396bc835c98d094761504d4c22665d478812,0,0,0,0,0,1,0,1
0x8ab913a71a9f181c4dfd051a52a9ec91dce41855,0,0,0,0,0,1,0,1
0x8ac8197b83951ae99c2eadbd82c36818aac53b76,0,0,0,0,0,1,0,1
0x8ad21af406037ac7cb9f032b23eb752140e60c10,0,0,1,0,0,0,1,0
0x8ad6cd89441aa3fc2dfbbc6d853dee68dc6361fd,0,1,0,1,0,0,0,1
0x8ad8ae5791478c289e657f7c9e956d80acb7ad79,0,0,1,0,0,0,1,0
0x8adea5faba11fd78db862a191a1fa1f42d628d14,0,0,1,0,0,0,1,0
0x8ae57a027c63fca8070d1bf38622321de8004c67,4,1,0,0,0,0,0,0
0x8aef8688b27ef5bbfbf4f7d046de5a5b6d9fec86,0,0,0,0,0,1,0,1
