wallet,collection,level_2,days_held
0xb2e714bf6b0cdde7f27316132fb612315f3faf91,CyberKongz Babies,max_days,1385.806
0xb2e714bf6b0cdde7f27316132fb612315f3faf91,CyberKongz Genkai,tokens,1.0
0xb2e714bf6b0cdde7f27316132fb612315f3faf91,CyberKongz Genkai,min_days,790.815
0xb2e714bf6b0cdde7f27316132fb612315f3faf91,CyberKongz Genkai,p50_days,790.815
0xb2e714bf6b0cdde7f27316132fb612315f3faf91,CyberKongz Genkai,avg_days,790.815
0xb2e714bf6b0cdde7f27316132fb612315f3faf91,CyberKongz Genkai,max_days,790.815
0xb2e714bf6b0cdde7f27316132fb612315f3faf91,CyberKongz VX,tokens,1.0
0xb2e714bf6b0cdde7f27316132fb612315f3faf91,CyberKongz VX,min_days,1385.756
0xb2e714bf6b0cdde7f27316132fb612315f3faf91,CyberKongz VX,p50_days,1385.756
0xb2e714bf6b0cdde7f27316132fb612315f3faf91,CyberKongz VX,avg_days,1385.756
0xb2e714bf6b0cdde7f27316132fb612315f3faf91,CyberKongz VX,max_days,1385.756
0xb31b7fac55678bfc74866582f7e1f9051af7f86a,CyberKongz Genkai,tokens,3.0
0xb31b7fac55678bfc74866582f7e1f9051af7f86a,CyberKongz Genkai,min_days,359.017
0xb31b7fac55678bfc74866582f7e1f9051af7f86a,CyberKongz Genkai,p50_days,423.925
0xb31b7fac55678bfc74866582f7e1f9051af7f86a,CyberKongz Genkai,avg_days,402.291
0xb31b7fac55678bfc74866582f7e1f9051af7f86a,CyberKongz Genkai,max_days,423.931
0xb31b7fac55678bfc74866582f7e1f9051af7f86a,CyberKongz VX,tokens,1.0
0xb31b7fac55678bfc74866582f7e1f9051af7f86a,CyberKongz VX,min_days,423.931
0xb31b7fac55678bfc74866582f7e1f9051af7f86a,CyberKongz VX,p50_days,423.931
0xb31b7fac55678bfc74866582f7e1f9051af7f86a,CyberKongz VX,avg_days,423.931
0xb31b7fac55678bfc74866582f7e1f9051af7f86a,CyberKongz VX,max_days,423.931
0xb328dab7da9055179ce402b7235838e0b5bf5c0a,CyberKongz VX,tokens,1.0
0xb328dab7da9055179ce402b7235838e0b5bf5c0a,CyberKongz VX,min_days,229.964
0xb328dab7da9055179ce402b7235838e0b5bf5c0a,CyberKongz VX,p50_days,229.964
0xb328dab7da9055179ce402b7235838e0b5bf5c0a,CyberKongz VX,avg_days,229.964
0xb328dab7da9055179ce402b7235838e0b5bf5c0a,CyberKongz VX,max_days,229.964
0xb32c63324d10c5241a030274901ed958aac0d598,CyberKongz Babies,tokens,1.0
0xb32c63324d10c5241a030274901ed958aac0d598,CyberKongz Babies,min_days,1338.988
0xb32c63324d10c5241a030274901ed958aac0d598,CyberKongz Babies,p50_days,1338.988
0xb32c63324d10c5241a030274901ed958aac0d598,CyberKongz Babies,avg_days,1338.988
0xb32c63324d10c5241a030274901ed958aac0d598,CyberKongz Babies,max_days,1338.988
0xb32c63324d10c5241a030274901ed958aac0d598,CyberKongz Genkai,tokens,1.0
0xb32c63324d10c5241a030274901ed958aac0d598,CyberKongz Genkai,min_days,790.807
0xb32c63324d10c5241a030274901ed958aac0d598,CyberKongz Genkai,p50_days,790.807
0xb32c63324d10c5241a030274901ed958aac0d598,CyberKongz Genkai,avg_days,790.807
0xb32c63324d10c5241a030274901ed958aac0d598,CyberKongz Genkai,max_days,790.807
0xb3354aa023e1d4447a11f3ea8ac76f604f9dc537,CyberKongz Babies,tokens,1.0
0xb3354aa023e1d4447a11f3ea8ac76f604f9dc537,CyberKongz Babies,min_days,576.675
0xb3354aa023e1d4447a11f3ea8ac76f604f9dc537,CyberKongz Babies,p50_days,576.675
0xb3354aa023e1d4447a11f3ea8ac76f604f9dc537,CyberKongz Babies,avg_days,576.675
0xb3354aa023e1d4447a11f3ea8ac76f604f9dc537,CyberKongz Babies,max_days,576.675
0xb3358d9b15d12978b442e787a8735ed9eafdec8c,CyberKongz Babies,tokens,1.0
0xb3358d9b15d12978b442e787a8735ed9eafdec8c,CyberKongz Babies,min_days,1026.212
0xb3358d9b15d12978b442e787a8735ed9eafdec8c,CyberKongz Babies,p50_days,1026.212
0xb3358d9b15d12978b442e787a8735ed9eafdec8c,CyberKongz Babies,avg_days,1026.212
0xb3358d9b15d12978b442e787a8735ed9eafdec8c,CyberKongz Babies,max_days,1026.212
0xb3358d9b15d12978b442e787a8735ed9eafdec8c,CyberKongz Genkai,tokens,1.0
0xb3358d9b15d12978b442e787a8735ed9eafdec8c,CyberKongz Genkai,min_days,790.813
0xb3358d9b15d12978b442e787a8735ed9eafdec8c,CyberKongz Genkai,p50_days,790.813
0xb3358d9b15d12978b442e787a8735ed9eafdec8c,CyberKongz Genkai,avg_days,790.813
0xb3358d9b15d12978b442e787a8735ed9eafdec8c,CyberKongz Genkai,max_days,790.813
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz Babies,tokens,1.0
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz Babies,min_days,1572.343
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz Babies,p50_days,1572.343
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz Babies,avg_days,1572.343
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz Babies,max_days,1572.343
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz Genkai,tokens,1.0
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz Genkai,min_days,790.813
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz Genkai,p50_days,790.813
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz Genkai,avg_days,790.813
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz Genkai,max_days,790.813
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz VX,tokens,1.0
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz VX,min_days,1499.543
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz VX,p50_days,1499.543
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz VX,avg_days,1499.543
0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a,CyberKongz VX,max_days,1499.543
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Babies,tokens,1.0
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Babies,min_days,1473.478
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Babies,p50_days,1473.478
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Babies,avg_days,1473.478
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Babies,max_days,1473.478
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Genesis,tokens,1.0
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Genesis,min_days,1621.48
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Genesis,p50_days,1621.48
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Genesis,avg_days,1621.48
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Genesis,max_days,1621.48
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Genkai,tokens,7.0
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Genkai,min_days,790.815
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Genkai,p50_days,790.849
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Genkai,avg_days,790.8464285714288
0xb34860f27167ed8110991e04e3e7177a58c74401,CyberKongz Genkai,max_days,790.891
0xb34c4c3f73ac3af6096814138d048fdaaf91f600,CyberKongz VX,tokens,1.0
0xb34c4c3f73ac3af6096814138d048fdaaf91f600,CyberKongz VX,min_days,1103.484
0xb34c4c3f73ac3af6096814138d048fdaaf91f600,CyberKongz VX,p50_days,1103.484
0xb34c4c3f73ac3af6096814138d048fdaaf91f600,CyberKongz VX,avg_days,1103.484
0xb34c4c3f73ac3af6096814138d048fdaaf91f600,CyberKongz VX,max_days,1103.484
0xb35ec171bf32972dcd378da88fc98d0340536118,CyberKongz VX,tokens,1.0
0xb35ec171bf32972dcd378da88fc98d0340536118,CyberKongz VX,min_days,1476.395
0xb35ec171bf32972dcd378da88fc98d0340536118,CyberKongz VX,p50_days,1476.395
0xb35ec171bf32972dcd378da88fc98d0340536118,CyberKongz VX,avg_days,1476.395
0xb35ec171bf32972dcd378da88fc98d0340536118,CyberKongz VX,max_days,1476.395
0xb3626d17eef106ac791b6c7e15ae66b5894cf9a2,CyberKongz Genesis,tokens,1.0
0xb3626d17eef106ac791b6c7e15ae66b5894cf9a2,CyberKongz Genesis,min_days,1224.363
0xb3626d17eef106ac791b6c7e15ae66b5894cf9a2,CyberKongz Genesis,p50_days,1224.363
0xb3626d17eef106ac791b6c7e15ae66b5894cf9a2,CyberKongz Genesis,avg_days,1224.363
0xb3626d17eef106ac791b6c7e15ae66b5894cf9a2,CyberKongz Genesis,max_days,1224.363
0xb3626d17eef106ac791b6c7e15ae66b5894cf9a2,CyberKongz Genkai,tokens,2.0
0xb3626d17eef106ac791b6c7e15ae66b5894cf9a2,CyberKongz Genkai,min_days,790.808
0xb3626d17eef106ac791b6c7e15ae66b5894cf9a2,CyberKongz Genkai,p50_days,790.808
0xb3626d17eef106ac791b6c7e15ae66b5894cf9a2,CyberKongz Genkai,avg_days,790.808
0xb3626d17eef106ac791b6c7e15ae66b5894cf9a2,CyberKongz Genkai,max_days,790.808
0xb36a7cb5482efd25323e7068de668dc12f0a0ef5,CyberKongz VX,tokens,1.0
0xb36a7cb5482efd25323e7068de668dc12f0a0ef5,CyberKongz VX,min_days,1217.19
0xb36a7cb5482efd25323e7068de668dc12f0a0ef5,CyberKongz VX,p50_days,1217.19
0xb36a7cb5482efd25323e7068de668dc12f0a0ef5,CyberKongz VX,avg_days,1217.19
0xb36a7cb5482efd25323e7068de668dc12f0a0ef5,CyberKongz VX,max_days,1217.19
0xb36f7cb9ceefdf78f776c17370d20c98085fb737,CyberKongz VX,tokens,1.0
0xb36f7cb9ceefdf78f776c17370d20c98085fb737,CyberKongz VX,min_days,19.528
0xb36f7cb9ceefdf78f776c17370d20c98085fb737,CyberKongz VX,p50_days,19.528
0xb36f7cb9ceefdf78f776c17370d20c98085fb737,CyberKongz VX,avg_days,19.528
0xb36f7cb9ceefdf78f776c17370d20c98085fb737,CyberKongz VX,max_days,19.528
0xb38370807033a82c83f8c77b50d3292d80dfdd7d,CyberKongz VX,tokens,1.0
0xb38370807033a82c83f8c77b50d3292d80dfdd7d,CyberKongz VX,min_days,1326.973
0xb38370807033a82c83f8c77b50d3292d80dfdd7d,CyberKongz VX,p50_days,1326.973
0xb38370807033a82c83f8c77b50d3292d80dfdd7d,CyberKongz VX,avg_days,1326.973
0xb38370807033a82c83f8c77b50d3292d80dfdd7d,CyberKongz VX,max_days,1326.973
0xb3866e0292d10ee4bf69534479b5113697d1c681,CyberKongz VX,tokens,1.0
0xb3866e0292d10ee4bf69534479b5113697d1c681,CyberKongz VX,min_days,1469.136
0xb3866e0292d10ee4bf69534479b5113697d1c681,CyberKongz VX,p50_days,1469.136
0xb3866e0292d10ee4bf69534479b5113697d1c681,CyberKongz VX,avg_days,1469.136
0xb3866e0292d10ee4bf69534479b5113697d1c681,CyberKongz VX,max_days,1469.136
0xb394f1aa30ba874df3ae6097bf4c2474b2d8f3ac,CyberKongz VX,tokens,5.0
0xb394f1aa30ba874df3ae6097bf4c2474b2d8f3ac,CyberKongz VX,min_days,1494.221
0xb394f1aa30ba874df3ae6097bf4c2474b2d8f3ac,CyberKongz VX,p50_days,1494.225
0xb394f1aa30ba874df3ae6097bf4c2474b2d8f3ac,CyberKongz VX,avg_days,1495.1021999999998
0xb394f1aa30ba874df3ae6097bf4c2474b2d8f3ac,CyberKongz VX,max_days,1496.629
0xb395800db40a50dca559636d6ad16fa72b48ca83,CyberKongz Babies,tokens,1.0
0xb395800db40a50dca559636d6ad16fa72b48ca83,CyberKongz Babies,min_days,1382.055
0xb395800db40a50dca559636d6ad16fa72b48ca83,CyberKongz Babies,p50_days,1382.055
0xb395800db40a50dca559636d6ad16fa72b48ca83,CyberKongz Babies,avg_days,1382.055
0xb395800db40a50dca559636d6ad16fa72b48ca83,CyberKongz Babies,max_days,1382.055
0xb3a7cbca4df84979565db1270b576ceafb50d1a2,CyberKongz Babies,tokens,1.0
0xb3a7cbca4df84979565db1270b576ceafb50d1a2,CyberKongz Babies,min_days,973.734
0xb3a7cbca4df84979565db1270b576ceafb50d1a2,CyberKongz Babies,p50_days,973.734
0xb3a7cbca4df84979565db1270b576ceafb50d1a2,CyberKongz Babies,avg_days,973.734
0xb3a7cbca4df84979565db1270b576ceafb50d1a2,CyberKongz Babies,max_days,973.734
0xb3a7cbca4df84979565db1270b576ceafb50d1a2,CyberKongz Genkai,tokens,1.0
0xb3a7cbca4df84979565db1270b576ceafb50d1a2,CyberKongz Genkai,min_days,790.815
0xb3a7cbca4df84979565db1270b576ceafb50d1a2,CyberKongz Genkai,p50_days,790.815
0xb3a7cbca4df84979565db1270b576ceafb50d1a2,CyberKongz Genkai,avg_days,790.815
0xb3a7cbca4df84979565db1270b576ceafb50d1a2,CyberKongz Genkai,max_days,790.815
0xb3ab46494c17ae5075bb76118aad9143ca279ceb,CyberKongz Babies,tokens,1.0
0xb3ab46494c17ae5075bb76118aad9143ca279ceb,CyberKongz Babies,min_days,168.831
0xb3ab46494c17ae5075bb76118aad9143ca279ceb,CyberKongz Babies,p50_days,168.831
0xb3ab46494c17ae5075bb76118aad9143ca279ceb,CyberKongz Babies,avg_days,168.831
0xb3ab46494c17ae5075bb76118aad9143ca279ceb,CyberKongz Babies,max_days,168.831
0xb3c4bf884bd58e2673326030eb6755de4573ebbb,CyberKongz VX,tokens,1.0
0xb3c4bf884bd58e2673326030eb6755de4573ebbb,CyberKongz VX,min_days,1393.375
0xb3c4bf884bd58e2673326030eb6755de4573ebbb,CyberKongz VX,p50_days,1393.375
0xb3c4bf884bd58e2673326030eb6755de4573ebbb,CyberKongz VX,avg_days,1393.375
0xb3c4bf884bd58e2673326030eb6755de4573ebbb,CyberKongz VX,max_days,1393.375
0xb3cda99926a1d4ba8f35a4bbce85008e12b50f7e,CyberKongz VX,tokens,1.0
0xb3cda99926a1d4ba8f35a4bbce85008e12b50f7e,CyberKongz VX,min_days,952.195
0xb3cda99926a1d4ba8f35a4bbce85008e12b50f7e,CyberKongz VX,p50_days,952.195
0xb3cda99926a1d4ba8f35a4bbce85008e12b50f7e,CyberKongz VX,avg_days,952.195
0xb3cda99926a1d4ba8f35a4bbce85008e12b50f7e,CyberKongz VX,max_days,952.195
0xb3e747cd42a4232c65fbeb7ba07e8459d35f8ab3,CyberKongz VX,tokens,1.0
0xb3e747cd42a4232c65fbeb7ba07e8459d35f8ab3,CyberKongz VX,min_days,1324.943
0xb3e747cd42a4232c65fbeb7ba07e8459d35f8ab3,CyberKongz VX,p50_days,1324.943
0xb3e747cd42a4232c65fbeb7ba07e8459d35f8ab3,CyberKongz VX,avg_days,1324.943
0xb3e747cd42a4232c65fbeb7ba07e8459d35f8ab3,CyberKongz VX,max_days,1324.943
0xb3ea39466b469fbee933524e6517486c52f2d805,CyberKongz Genkai,tokens,1.0
0xb3ea39466b469fbee933524e6517486c52f2d805,CyberKongz Genkai,min_days,136.966
0xb3ea39466b469fbee933524e6517486c52f2d805,CyberKongz Genkai,p50_days,136.966
0xb3ea39466b469fbee933524e6517486c52f2d805,CyberKongz Genkai,avg_days,136.966
0xb3ea39466b469fbee933524e6517486c52f2d805,CyberKongz Genkai,max_days,136.966
0xb3f92608c9296d6026855fa40517c3181f10e8c7,CyberKongz Genkai,tokens,2.0
0xb3f92608c9296d6026855fa40517c3181f10e8c7,CyberKongz Genkai,min_days,549.227
0xb3f92608c9296d6026855fa40517c3181f10e8c7,CyberKongz Genkai,p50_days,668.718
0xb3f92608c9296d6026855fa40517c3181f10e8c7,CyberKongz Genkai,avg_days,668.718
0xb3f92608c9296d6026855fa40517c3181f10e8c7,CyberKongz Genkai,max_days,788.209
0xb3fbd5b096871c683d0f9f9f0533d82b0c56c38c,CyberKongz VX,tokens,9.0
0xb3fbd5b096871c683d0f9f9f0533d82b0c56c38c,CyberKongz VX,min_days,1502.86
0xb3fbd5b096871c683d0f9f9f0533d82b0c56c38c,CyberKongz VX,p50_days,1502.86
0xb3fbd5b096871c683d0f9f9f0533d82b0c56c38c,CyberKongz VX,avg_days,1502.86
0xb3fbd5b096871c683d0f9f9f0533d82b0c56c38c,CyberKongz VX,max_days,1502.86
0xb40e440eac26f5c59f9622265085e38ab27c53c4,CyberKongz Babies,tokens,2.0
0xb40e440eac26f5c59f9622265085e38ab27c53c4,CyberKongz Babies,min_days,642.542
0xb40e440eac26f5c59f9622265085e38ab27c53c4,CyberKongz Babies,p50_days,642.5425
0xb40e440eac26f5c59f9622265085e38ab27c53c4,CyberKongz Babies,avg_days,642.5425
0xb40e440eac26f5c59f9622265085e38ab27c53c4,CyberKongz Babies,max_days,642.543
0xb417f2d484eb9583be0ac1e346c91927172b99ba,CyberKongz VX,tokens,1.0
0xb417f2d484eb9583be0ac1e346c91927172b99ba,CyberKongz VX,min_days,1386.99
0xb417f2d484eb9583be0ac1e346c91927172b99ba,CyberKongz VX,p50_days,1386.99
0xb417f2d484eb9583be0ac1e346c91927172b99ba,CyberKongz VX,avg_days,1386.99
0xb417f2d484eb9583be0ac1e346c91927172b99ba,CyberKongz VX,max_days,1386.99
0xb41ad9c6c435cbbb9e94e41684e4821c3bc88f52,CyberKongz Babies,tokens,1.0
0xb41ad9c6c435cbbb9e94e41684e4821c3bc88f52,CyberKongz Babies,min_days,85.912
0xb41ad9c6c435cbbb9e94e41684e4821c3bc88f52,CyberKongz Babies,p50_days,85.912
0xb41ad9c6c435cbbb9e94e41684e4821c3bc88f52,CyberKongz Babies,avg_days,85.912
0xb41ad9c6c435cbbb9e94e41684e4821c3bc88f52,CyberKongz Babies,max_days,85.912
0xb42d479f5c8f35c4703bd4de02f42d72a7de8678,CyberKongz Genesis,tokens,1.0
0xb42d479f5c8f35c4703bd4de02f42d72a7de8678,CyberKongz Genesis,min_days,1061.11
0xb42d479f5c8f35c4703bd4de02f42d72a7de8678,CyberKongz Genesis,p50_days,1061.11
0xb42d479f5c8f35c4703bd4de02f42d72a7de8678,CyberKongz Genesis,avg_days,1061.11
0xb42d479f5c8f35c4703bd4de02f42d72a7de8678,CyberKongz Genesis,max_days,1061.11
0xb42d479f5c8f35c4703bd4de02f42d72a7de8678,CyberKongz Genkai,tokens,2.0
0xb42d479f5c8f35c4703bd4de02f42d72a7de8678,CyberKongz Genkai,min_days,790.815
0xb42d479f5c8f35c4703bd4de02f42d72a7de8678,CyberKongz Genkai,p50_days,790.815
0xb42d479f5c8f35c4703bd4de02f42d72a7de8678,CyberKongz Genkai,avg_days,790.815
0xb42d479f5c8f35c4703bd4de02f42d72a7de8678,CyberKongz Genkai,max_days,790.815
0xb4381f91a1f7fdbc903040782b5cbeb554c7fb05,CyberKongz VX,tokens,1.0
0xb4381f91a1f7fdbc903040782b5cbeb554c7fb05,CyberKongz VX,min_days,1292.605
0xb4381f91a1f7fdbc903040782b5cbeb554c7fb05,CyberKongz VX,p50_days,1292.605
0xb4381f91a1f7fdbc903040782b5cbeb554c7fb05,CyberKongz VX,avg_days,1292.605
0xb4381f91a1f7fdbc903040782b5cbeb554c7fb05,CyberKongz VX,max_days,1292.605
0xb43fc103748d46f8fecefd4adb7bc33addbdb63f,CyberKongz Babies,tokens,1.0
0xb43fc103748d46f8fecefd4adb7bc33addbdb63f,CyberKongz Babies,min_days,1368.774
0xb43fc103748d46f8fecefd4adb7bc33addbdb63f,CyberKongz Babies,p50_days,1368.774
0xb43fc103748d46f8fecefd4adb7bc33addbdb63f,CyberKongz Babies,avg_days,1368.774
0xb43fc103748d46f8fecefd4adb7bc33addbdb63f,CyberKongz Babies,max_days,1368.774
0xb44541a2b48354ede647cacabee5cac43f5606e9,CyberKongz VX,tokens,1.0
0xb44541a2b48354ede647cacabee5cac43f5606e9,CyberKongz VX,min_days,1182.903
0xb44541a2b48354ede647cacabee5cac43f5606e9,CyberKongz VX,p50_days,1182.903
0xb44541a2b48354ede647cacabee5cac43f5606e9,CyberKongz VX,avg_days,1182.903
0xb44541a2b48354ede647cacabee5cac43f5606e9,CyberKongz VX,max_days,1182.903
0xb44b8f1f521d4b0f6643481eebd43e4583232c76,CyberKongz VX,tokens,1.0
0xb44b8f1f521d4b0f6643481eebd43e4583232c76,CyberKongz VX,min_days,1502.865
0xb44b8f1f521d4b0f6643481eebd43e4583232c76,CyberKongz VX,p50_days,1502.865
0xb44b8f1f521d4b0f6643481eebd43e4583232c76,CyberKongz VX,avg_days,1502.865
0xb44b8f1f521d4b0f6643481eebd43e4583232c76,CyberKongz VX,max_days,1502.865
0xb44e8b7c749087d69414ca9e1d0df433b33901c2,CyberKongz VX,tokens,1.0
0xb44e8b7c749087d69414ca9e1d0df433b33901c2,CyberKongz VX,min_days,1458.051
0xb44e8b7c749087d69414ca9e1d0df433b33901c2,CyberKongz VX,p50_days,1458.051
0xb44e8b7c749087d69414ca9e1d0df433b33901c2,CyberKongz VX,avg_days,1458.051
0xb44e8b7c749087d69414ca9e1d0df433b33901c2,CyberKongz VX,max_days,1458.051
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz Genesis,tokens,1.0
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz Genesis,min_days,1500.502
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz Genesis,p50_days,1500.502
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz Genesis,avg_days,1500.502
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz Genesis,max_days,1500.502
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz Genkai,tokens,2.0
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz Genkai,min_days,790.806
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz Genkai,p50_days,790.806
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz Genkai,avg_days,790.806
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz Genkai,max_days,790.806
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz VX,tokens,1.0
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz VX,min_days,1500.498
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz VX,p50_days,1500.498
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz VX,avg_days,1500.498
0xb45b74eb35790d20e5f4225b0ac49d5bb074696e,CyberKongz VX,max_days,1500.498
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz Babies,tokens,1.0
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz Babies,min_days,1178.062
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz Babies,p50_days,1178.062
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz Babies,avg_days,1178.062
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz Babies,max_days,1178.062
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz Genkai,tokens,1.0
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz Genkai,min_days,790.815
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz Genkai,p50_days,790.815
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz Genkai,avg_days,790.815
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz Genkai,max_days,790.815
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz VX,tokens,1.0
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz VX,min_days,1226.161
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz VX,p50_days,1226.161
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz VX,avg_days,1226.161
0xb45dd0f77ee1e97c6b2f5f66750fba72b07b868a,CyberKongz VX,max_days,1226.161
0xb46092195614d3d715010f47e301ee8b4608d166,CyberKongz Genkai,tokens,9.0
0xb46092195614d3d715010f47e301ee8b4608d166,CyberKongz Genkai,min_days,600.123
0xb46092195614d3d715010f47e301ee8b4608d166,CyberKongz Genkai,p50_days,600.146
0xb46092195614d3d715010f47e301ee8b4608d166,CyberKongz Genkai,avg_days,600.1412222222222
0xb46092195614d3d715010f47e301ee8b4608d166,CyberKongz Genkai,max_days,600.152
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Babies,tokens,2.0
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Babies,min_days,755.664
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Babies,p50_days,1070.1280000000002
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Babies,avg_days,1070.1280000000002
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Babies,max_days,1384.592
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Genesis,tokens,1.0
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Genesis,min_days,788.65
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Genesis,p50_days,788.65
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Genesis,avg_days,788.65
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Genesis,max_days,788.65
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Genkai,tokens,1.0
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Genkai,min_days,790.813
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Genkai,p50_days,790.813
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Genkai,avg_days,790.813
0xb461f7116f38b3e402ce417bc1c28982f68ba1db,CyberKongz Genkai,max_days,790.813
0xb472d81d330fb68402e4e4ce1f4a36e32846fa85,CyberKongz Genkai,tokens,1.0
0xb472d81d330fb68402e4e4ce1f4a36e32846fa85,CyberKongz Genkai,min_days,251.466
0xb472d81d330fb68402e4e4ce1f4a36e32846fa85,CyberKongz Genkai,p50_days,251.466
0xb472d81d330fb68402e4e4ce1f4a36e32846fa85,CyberKongz Genkai,avg_days,251.466
0xb472d81d330fb68402e4e4ce1f4a36e32846fa85,CyberKongz Genkai,max_days,251.466
0xb492993b54a114427a42f0791d899aa578c3f2fe,CyberKongz VX,tokens,1.0
0xb492993b54a114427a42f0791d899aa578c3f2fe,CyberKongz VX,min_days,1453.37
0xb492993b54a114427a42f0791d899aa578c3f2fe,CyberKongz VX,p50_days,1453.37
0xb492993b54a114427a42f0791d899aa578c3f2fe,CyberKongz VX,avg_days,1453.37
0xb492993b54a114427a42f0791d899aa578c3f2fe,CyberKongz VX,max_days,1453.37
0xb496f73b3e148b741708e895d7ccd3855e9ddb5b,CyberKongz Babies,tokens,1.0
0xb496f73b3e148b741708e895d7ccd3855e9ddb5b,CyberKongz Babies,min_days,1500.359
0xb496f73b3e148b741708e895d7ccd3855e9ddb5b,CyberKongz Babies,p50_days,1500.359
0xb496f73b3e148b741708e895d7ccd3855e9ddb5b,CyberKongz Babies,avg_days,1500.359
